song,year,artist,genre,lyrics
my-pet-sally,2006,blink-182,Rock,"I'm gonna wanna see myself with something too
Friends I don't pay for friends I never knew
So, I took a chance and got some help from few
And got a long and skinny friend to talk to
'Cause I had the time and the liberty
To play with my new pet Sally
Please don't go away Sally please
No more lonely showers and uneaten foods
My salamander has hygiene too
And he thinks of me the way I think of you
The only next step for him is to say I do
'Cause I had the time and the liberty
To play with my new pet Sally
P.O, I love you"
natives,2011,blink-182,Rock,"I'm like a cat in a cage, locked up and battered and bruised
I am the prodigal son, a shameful prodigy too
I am the love of your life, battering ram and confused
I turn each day into night, I stand there waiting for you
There is desire to fight, but I have nothing to prove
With the crowd and some lights, I start to feel things move
Do you have something to hide,'cause I think that we all do
I am a child inside, back up and give me some room
I'm just a bastard child, don't let it go to your head
I'm just a waste of your time, maybe I'm better off dead
They turn us loose in the night, a fucking Jekyll and Hyde
We'll have the time of our lives although we're dying inside
So let me go, go
So let me go, go
Just let me go, go
I'd rather go it alone
So let me go, go
So let me go, go
Just let me go, go
I'm never coming home
Don't start to panic for me, 'cause I have nothing to lose
I am as bright as the sun, I burn up all that I choose
Up on the side of the field I see a city with lights
I touch her face when I kneel, she tells me she's not alive
I am too nervous to run, the kids who scatter and hide
To reach and grab for someone, but end up buried alive
Her world is waiting for me, a world that I rarely use
I start to feel my feet, they kick down walls as they move
I'm just a bastard child, don't let it go to your head
I'm just a waste of your time, maybe I'm better off dead
They turn us loose in the night, a fucking Jekyll and Hyde
We'll have the time of our lives although we're dying inside
So let me go, go
So let me go, go
Just let me go, go
I'd rather go it alone
So let me go, go
So let me go, go
Just let me go, go
I'm never coming home
I'm just a bastard child, don't let it go to your head
I'm just a waste of your time, maybe I'm better off dead
They turn us loose in the night, a fucking Jekyll and Hyde
We'll have the time of our lives although we're dying inside
So let me go, go
So let me go, go
Just let me go, go
I'd rather go it alone
So let me go, go
So let me go, go
Just let me go, go
I'm never coming home"
no-future,2016,blink-182,Rock,"She said ""Tonight's a waste of time""
The next day, the sun will always rise
Every day that you waste, every promise you break
Slips beneath the floor
It's a permanent state from a moments mistake
But life's worth so much more
You don't know a thing about it
Hours lost to dawn from dusk
Yeah, they don't care about you (No future)
Let the music seal your fate
Yeah, you can run but life won't wait
Yeah, they don't care about you (No future)
She said that it's too late to try
Someday, I'll smile and say goodbye
Every night that you fight, every demon in sight
Sleeping on the floor
Wide awake from the dream with a shake and a scream
Hope for so much more
You don't know a thing about it
Hours lost to dawn from dusk
Yeah, they don't care about you (No future)
Let the music seal your fate
Yeah, you can run but life won't wait
Yeah, they don't care about you (No future)
Na na na na na na na na
Na na na na na na na na
They don't care about you
Na na na na na na na na
Na na na na na na na na
They don't care about you
Where did she go?
And what did she hope to find there?
Where did she go? (Did she go, did she go?)
And what did she hope to find there?
Where did she go, did she go, did she go?
Where did she go to find it?
Where did she go, did she go, did she go?
Where did she go to find it?
You don't know a thing about it
Hours lost to dawn from dusk
Yeah, they don't care about you (No future)
Let the music seal your fate
Yeah, you can run but life won't wait
Yeah, they don't care about you (No future)
Na na na na na na na na
Na na na na na na na na
They don't care about you
Na na na na na na na na
Na na na na na na na na
They don't care about you"
not-now,2006,blink-182,Rock,"Come here, please hold my hand LORD now
Help me, I'm scared please show me how
To fight this, God has a master plan
And I guess, I am in his demand
Please save me, this time I cannot run
And I'll see, you when this is done
And now I, have come to realize
That you are, the one who's left behind
Please stay, until I'm gone
I'm here, hold on, to me
I'm right here, waiting
I see, the light it feels good
And I'll come, back soon just like you would
It's useless, my name has made the list
And I wish, I gave you one last kiss"
obvious,2006,blink-182,Rock,"I saw you again
I think you used me again
Should we try this before we give up and move on
And pretend to restore what we have and hold on
At times like these
It's obvious
I saw you again
I know you fucked him again
Can you comfort yourself with a sense of revenge
Are you leaving me here with the taste of the end
At times like these
It's obvious
At times like these
It's obvious
I saw you again and again and again
There's some room to move on, to move on, to move on
And I saw you again and again and again
How do we fix this if we never have vision
I saw you again and again and again
There's some room to move on, to move on, to move on
And I saw you again and again and again
How do we fix this if we never have vision
I saw you again and again and again
There's some room to move on, to move on, to move on
And I saw you again and again and again
How do we fix this if we never have vision
I saw you again and again and again
There's some room to move on, to move on, to move on
And I saw you again and again and again
How do we fix this if we never have vision"
one-last-thing,2011,angels-and-airwaves,Rock,"Chalked up in a city street
Broke glass in bloody scene
Young guns that are half my age
Baghdad after Monterey
Cell phones and the magazines
Death bombs and the human beings
Hate war and diamond rings
Nightmares and silly things
How does anybody sleep at night?
Out of mind and I'm out of sight
Out of love and we just begun
Living large in America
But I found, one last thing
To believe in
But I found, one last thing
To believe in
Close calls and were holding on
Police lines and fire alarms
High winds with a heavy fall
Dead birds and a parking stall
How does anybody sleep at night?
I lay in bed and I close my eyes
I try to rest but it starts to hurt
Living here is a lot of work
But I found, one last thing
To believe in
But I found, one last thing
To believe in
But I found"
online-songs,2006,blink-182,Rock,"Josie, you're my
Source of most frustration
Forget when I
Don't meet expectations
Everything you wished came true
In the end we all blamed you
Even though, as they all know
You weren't the only one, two, three, four
Why do you still keep it around
When you know it brings me down
I'm hating everything
And I know that you dated other guys
But I got to wonder why
You'd leave it out for me
Why am I still hanging around
When I know it brings me down
I'm hating everything
And you are getting rides home in his car
You're making out in his front yard
I'm hating everything
Please don't remind me
Put your past behind me
It shines so bright it blinds me
I wish that this would end
And I am not fine
Last night I saw you online
Your screen name used to be mine
Why can't we just pretend
And if we can have another day
I've got so much left to say
I'd tell you everything
And I'll laugh when I think about the past
When I see you after class
You're hating everything
Please don't remind me
Put your past behind me
It shines so bright it blinds me
I wish that this would end
And I am not fine
Last night I saw you online
Your screen name used to be mine
Why can't we just pretend
Please don't remind me
Put your past behind me
It shines so bright it blinds me
I wish that this would end
And I am not fine
Last night I saw you online
Your screen name used to be mine
Why can't we just pretend
And she said, (na na na na na na na na na na na na na)
""I just forgot you were there"" (na na na na na na na na na na na na na)
""I just forgot you were there"" (na na na na na na na na na na na na na na na na)
""I just forgot you were there"" (na na na na na na na na na na na na na na na na)
Please don't remind me
Put your past behind me
It shines so bright it blinds me
I wish that this would end
And I am not fine
Last night I saw you online
Your screen name used to be mine
Why can't we just pretend
Please don't remind me
Put your past behind me
It shines so bright it blinds me
I wish that this would end
And I am not fine
Last night I saw you online
Your screen name used to be mine
Why can't we just pretend
And she said, (na na na na na)"
overload,2016,angels-and-airwaves,Rock,"Eyes
Wait
Go
Lights
Don't
Haunt
Through
The Night
Everybody's coming to be shown
(We see it in your eyes)
Just like that feeling when you run
(We see it everytime)
Come close find someone that you know
(We all enjoy the day/pain?)
This spark is burning up the firehouse again
Your Lie
When you see it, do you overload?
Do you feel like you should close your eyes?
Everybody to the great unknown
Feet first, jumping in front of the line
When you see it, do you overload?
Can you feel it? Cause you bite your tongue
Every minute is an episode
Took a girl to marry into the night
Everybody is waiting on the rain
(We see it in your eyes)
Held down and high above the fold
(We see it everytime)
Come close, find anyone you can
(We all enjoy the day/pain?)
This spark is burn right down the fucking house again
When you see it, do you overload?
Do you feel like you should close your eyes?
Everybody to the great unknown
Feet first, jumping in front of the line
When you see it, do you overload?
Can you feel it? Cause you bite your tongue
Every minute is an episode
Took a girl to marry into the night"
paralyzed,2014,angels-and-airwaves,Rock,"I wake to a fire in the realm
Little lion safe and sound
It's a wild life, so wild crazy
Can not tame the crowd
White feast in the hole your an MIA
A little hell, you gonna pay
You're a whore at home, the telephone
A king that's here to stay
Sleep
And awaken to life, for a hell of a ride
Sleep
And awaken to life, with your hands at your side-
Paralyzed
Out cold and regenerate the start
Little lion set your fire
Push away and go, in stereo
A tear will death depart
Nineteen with a wicked M-R-E
What a waste, a memory
Better study hard, and play the part
Another victim to the scene
Sleep
And awaken to life, for a hell of a ride
Sleep
And awaken to life, with your hands at your side-
Paralyzed
Its more of the same
A silly old shame
A dimmly lit grove
It will whither and go
I climb the light post
Illumanate the road
For miles away
So safely I lay"
pathetic,2000,blink-182,Rock,"I know I'm pathetic I knew when she said it
A loser a bum's what she called me when I drove her home
There's no more waiting and sure no more wasting
I've done all I can but she still wants to be left alone
You got, you got, you got to help me out
And I'll try not to argue
No one, no one, no one likes a drop-out
Mistakes are hard to undo
Don't pull me down this is where I belong
I think I'm different but I'm the same and I'm wrong
Don't pull me down this is where I belong
I think I'm different, this is where I belong
I think it's disgusting believing and trusting
If I gave a fuck there would be nothing for me to prove
Although it's amusing It's slightly confusing
I've done all I can but her ego is still hard to move
Don't pull me down this is where I belong
I think I'm different but I'm the same and I'm wrong
Don't pull me down this is where I belong
I think I'm different, this is where I belong"
peggy-sue,2000,blink-182,Rock,"I know what it's like to be alone sitting in your room
Listening to all the doubts that your parents have to say to you
And as your head gets all cluttered inside
Try to stay awake
Everything they say are lies
That's all the shit that you ever have to take
So hold in all your aggressions
Because your grinding your teeth on down to
The bottom of your chin
It's not easy or so damn pleasing
To not laugh at everything they say as
They tell you what to be you're not alone
I know what it's like to be denied at everything you do
It's not the same reason why that
Makes you change the things that you once knew
As your head gets all cluttered inside
Give more than you take
Everything they say are lies
That's all the shit that you ever have to take
So hold in all your aggressions
Because your grinding your teeth on down to
The bottom of your chin
It's not easy or so damn pleasing
To not laugh at everything they say as
They tell you what to be you're not alone
You say you want to take off your shoes and
Walk barefoot down the street
Just to be the things that you can be
Just live for one more week, go!
You say you want to take off your shoes just to
Walk barefoot down the street
Just to be the things that you can be
Just live for one more week
So hold in all your aggressions
Because your grinding your teeth on down to
The bottom of your chin
It's not easy or so damn pleasing
To not laugh at everything they say as
They tell you what to be you're not alone"
please-take-me-home,2006,blink-182,Rock,"Oh no, it happened again
She's cool, she's hot, she's my friend
I'd drive for hours it's so
You leave me nowhere to go
She's unstoppable, unpredictable
I'm so jaded, calculated wrong
Please take me home
Too late, it's gone
I bet you're sad
This is the best time we ever had
Buy hope, hope that it lasts
Give in, forget the past
Be strong when things fall apart
Honest, this breaks my heart
She's unstoppable, unpredictable
I'm so jaded, calculated wrong
Please take me home
Too late, it's gone
I bet you're sad
This is the best time we ever had
Please take me home
Too late, it's gone
I bet you're sad
This is the best time we ever had
Why did we have to go date?
It's too easy to complicate
Be strong when things fall apart
(Be strong when things fall apart)
Honest, this breaks my heart
(It's so hard)
Lets go!
Please take me home
Too late, it's gone
I bet you're sad
This is the best time we ever had
Please take me home
Too late, it's gone
I bet you're sad
This is the best time we ever had"
point-of-view,2006,blink-182,Rock,"Two different people, two different places
Through a one-way window with two different faces
Agreements are not reached, faces are forgotten
The other person shows you have not got in
Stubborn minded, enclosed to your own world
Wake up and see someone else's morals
What is right to you, might be true
It's a different point of view to you
You cannot see things that are different to me
I can't understand why you cannot see
The things that I cannot see
I see what you don't see, I see what you don't see
Turn around and the shadows are all around me"
pretty-little-girl,2012,blink-182,Rock,"Nineteen, your eyes are glowing to my beating heart
Oh, it seems like it is fine as my hand is moving up your arm
And you never really know where it goes up until it starts
I got my eye on you
Whatcha gonna do
Day dream near a stream with the linear bites
Oh, I listen to the song on repeat from the other night
And I can't picture you but I sure got the feeling right
What a crazy world
Pretty little girl
And we wake from the night in a bed with a bruise
And we're laughing out loud over the craziest news
And you reached for my hand I was scared in your room
We fell on the floor and we started to move
And your hands were like birds as they flew from the coop
Up my back they would climb just as I came unglued
She said
If you break my heart then I'll change your mind
And I'll do it again
If you play the part then I will play mine
And I'll do it again
If we miss the mark if we hold on tight
We'll be there to try it again
Nineteen as we roll across the bedroom floor
Your eyes they cannot lie as you're dreaming of our future home
And the kids are growing up as you and I we are growing old
What a crazy world
Pretty little girl
In the rain with the drink from the back of the bar
I would raise up my voice, you would raise it up more
We'd forget that our lives being apart it is hard
We'd thought we were close but it still feels far
Can we learn to get by if we learn to have scars
If we learn to forgive and accept who we are
You said
If you break my heart then I'll change your mind
And I'll do it again
If you play the part then I will play mine
And I'll do it again
If we miss the mark if we hold on tight
We'll be here to do it again
Wait a minute hold up a second
Don't leave me here with this feeling
Like I'm the one full of regret
Like I never did good for us both
Like you never did pull out that weapon
And stick that knife in my back
Was I supposed to accept it
When your words are like
More than just sticks and stones
Kinda like a bullet
A hollow tip that lodged in my bones
And I can't just swallow it
My pride is more than all that I own
So I gotta give it away
And some of the times I'm all the way wrong
But can't you see past me and see my fucked up home
That made me the meanest, the devil is just singing along
To the song I write til I'm alone at night
And I hang up the phone and bite my tongue
'Cause I know that me and you is just only right but one
It's a cry from the past we have been through a lot
Every year has been great and a few have been tough
And your kids they will reach for the stars up above
We'll sit and relax as we cheer in the morrow
The ropes to the light from the crypt to the grave
We started alone in the end we're okay
You said
If you break my heart then I'll change your mind
And I'll do it again
If you play the part then I will play mine
And I'll do it again
If we miss the mark if we hold on tight
We'll be here to try it again"
rabbit-hole,2016,blink-182,Rock,"Dear head, shut up
I can't listen no more
It's late, so shut up
Is one night too much to ask for
You are a haunted house
You're superstitious
You are the coldest stone-carved marble faces
I won't fall down that fucking rabbit hole
I'm barely standing on the ground
All the hints that you leave are too hard to believe at all
I won't fall down that fucking rabbit hole
With you, with you, with you, with you again
With you, with you, with you, with you again
This bed, on fire
I can't sleep here no more
Too late and tired
Dreaming down on the floor
I'm a haunted house
I'm superstitious
I am a cardboard cutout, old and faded
I won't fall down that fucking rabbit hole
I'm barely standing on the ground
All the hints that you leave are too hard to believe at all
I won't fall down that fucking rabbit hole
With you, with you, with you, with you again
With you, with you, with you, with you again
With you, with you, with you, with you again
With you, with you, with you, with you again
I won't fall down that fucking rabbit hole (I won't fall down, I won't fall down)
I'm barely standing on the ground (Barely standing on the ground)
All the hints that you leave are too hard to believe at all
I won't fall down that fucking rabbit hole (I won't fall down that fucking rabbit hole)
Oh, oh
Oh, oh
Oh, oh
Oh, oh
Oh, oh
Oh, oh
Oh, oh, oh, oh"
reckless-abandon,2006,blink-182,Rock,"On and on, reckless abandon
Something's wrong
This is gonna shock them
Nothing to hold on to
We'll use this song
To lead you on
I learned a lot today
Not sure if I'll get laid and
Not sure if I'll fail or pass
Kissed every girl in class
Everybody would waste it all
To have a summer that they could call
A memory that's full of fun
Fucked up when it's all done
On and on, reckless abandon
Something's wrong
This is gonna shock them
Nothing to hold on to
We'll use this song
To lead you on
And break the truth
With more bad news
We left a scar
Size extra large
Sip a drink of the alcohol
End up kneeling in bathroom stalls
Eyes are red and my movements slow
Too high, got vertigo
He took a shit in the bathroom tub
And fed the dog brownie drugs
Tried hard not to get caught
He fucked a chick in the parking lot
On and on, reckless abandon
Something's wrong
This is gonna shock them
Nothing to hold on to
We'll use this song
To lead you on
And break the truth
With more bad news
We left a scar
Size extra large
Break a window and bust a wall
Making fun of your friend's mom
Turn the music up way too loud
Charge the pizza to the house
Everybody would waste it all
To have a summer that they could call
A memory that's full of fun
Fucked up when it's all done
On and on, reckless abandon
Something's wrong
This is gonna shock them
Nothing to hold on to
We'll use this song
To lead you on
And break the truth
With more bad news
We left a scar
Size extra large"
reebok-commercial,2006,blink-182,Rock,"You are better than me
Girls, money and everything
I try to compete with you
But you beat me at everything I do
I see in you
The things that I would like to be
But I'm different from you
So you will have to be like me
I cannot be bought
My personality is what I choose
I was brought up without a silver cup
I won't covet the things owned by you
For all the world
Material things are now more and more
Jealousy for you and me
I won't covet the things owned by your store
I cannot be bought
My personality is what I choose
I was brought up without a silver cup
I won't covet the things owned by you"
rite-of-spring,2007,angels-and-airwaves,Rock,"I was locked all day in the summer heat,
In a small brown house in suburban streets
With a skateboard and my shit guitar,
I dreamed all day that they would get me far.
My dad would ask me about my grades,
The asshole sports that I never played.
And then I'd ask about the girls he'd date,
Behind our back when mom had stayed up late.
It was near when I turned sixteen,
Got kicked out of school and so it seemed,
Things were closing in and ready to blow.
My dad moved out about that year or so.
It took an hour to start a punk rock band,
To upset my fucked up family land.
And as I held my mum would start to cry,
I swore ourselves, a better life
If I had a chance for another try,
I wouldn't change a thing
This made me all on who I am inside
And if I could thank God
That I am here, and that I am alive
And everyday I wake
I tell myself a little harmless lie
The whole wide world is mine
The summers gone, the years have passed,
My friends have changed, a few did last,
The smallest dreams got pushed aside,
The largest ones that changed my life,
And all I wish for was come to past
From rock and roll, to love and cash
It's all success if it's what you need
Do what you like and do it honestly
If I had a chance for another try,
I wouldn't change a thing
This made me all on who I am inside
And if I could thank God
That I am here, and that I am alive
And everyday I wake
I tell myself a little harmless lie
The whole wide world is mine
Yo oh oh oh
Yo oh oh
Yo oh oh oh
Yo oh oh
Yo oh oh oh
Yo oh oh
Yo oh oh oh
Yo oh oh
If I had a chance for another try,
I wouldn't change a thing
This made me all on who I am inside
And if I could thank God
That I am here, and that I am alive
And everyday I wake
I tell myself a little harmless lie
The whole wide world is mine
(The whole wide world is mine)
If I had a chance for another try,
I wouldn't change a thing
This made me all on who I am inside
And if I could thank God
That I am here, and that I am alive
And everyday I wake
I tell myself a little harmless lie
The whole wide world is mine
(The whole wide world is mine)"
roller-coaster,2006,blink-182,Rock,"Breathing deeply, walking backwards
Finding strength to call and ask her
Roller coaster, favorite ride
Let me kiss you one last time
Leave me standing here
Act like I'm not around
The coast will probably never clear
Can I please go home now?
I had that dream
About you again
Where I wait outside
Until you let me in
And there I stayed
Lay beside me
And listen at the wall
We'll keep on lying
Until the summer comes
I had that dream
About you again
Where you drive my car
Right off a fucking cliff
And now I'm breathing deeply, walking backwards
Finding strength to call and ask her
Roller coaster, favorite ride
Let me kiss you one last time
Make me promise
That I will never tell
All I remember is
The way her bedroom smelled
I had that dream
About you again
Where I wait outside
Until you let me in
And now I'm breathing deeply, walking backwards
Finding strength to call and ask her
Roller coaster, favorite ride
Let me kiss you one last time
Goodnight, goodnight"
romeo-and-rebecca,2006,blink-182,Rock,"Walking through the grass
Another blade next to you
From the ground
As the wind does pass
I notice as you feel the
Breath of my shout
Your words are kind
The kind that repeatedly say no
But that's alright
I'm older than you
So I've got time
What have you said,
Reach out your hand
There's a black shadow
On my wall
But as I look into my mind
I can see that girls
Are a waste of time
We've all seen the bridge
A broken seam and
A girl on one side
You think your words will work
They only work
When you lay down and
Close your eyes
I thought of all the lines
All the right ones used
At all the wrong times
But that's alright
Depression's just
A sarcastic state of mind
What have you said,
Reach out your hand
There's a black shadow
On my wall
But as I look into my mind
I can see that girls
Are a waste of time
I don't want to live alone
I don't want to live in
My broken dreams of you
I don't want to live along with
My broken dreams of you
I don't want to live along with
My broken dreams
Of you walking
Through the grass
Another blade next to you
From the ground
As the wind does pass
I notice as you feel the
Breath of my shout
Your words are kind
The kind that repeatedly say no
But that's alright
I'm older than you
So I've got time
What have you said,
Reach out your hand
There's a black shadow
On my wall
But as I look into my mind
I can see that girls
Are a waste of time
We've all seen the bridge
A broken seam and
A girl on one side
You think your words will work
They only work
When you lay down and
Close your eyes
I thought of all the lines
All the right ones used at
All the wrong times
But that's alright
Depression's just a
Sarcastic state of mind
What have you said,
Reach out your hand
There's a black shadow
On my wall
But as I look into my mind
I can see that girls
Are a waste of time
I don't want to live alone
I don't want to live in
My broken dreams of you
I don't want to live along with
My broken dreams of you
I don't want to live along with
My broken dreams of you"
san-diego,2016,blink-182,Rock,"Sometimes I wonder where our lives go
They question who we used to be
Sometimes I feel like I'm the oxygen between
The cigarette and gasoline
I can't sleep 'cause what if I dream
Of going back to San Diego
We bought a one way ticket
So we could go see the Cure
And listen to our favorite songs in the parking lot
And think of every person I ever lost in San Diego (to San Diego)
Can't go back to San Diego (can't go back to San Diego)
Abandoned houses with the lights on (oh, oh, oh)
Late at night I call your name (oh, oh, oh, oh)
Abandoned love songs smashed across the hardwood floors
I read the sadness on your face
I can't sleep 'cause what if I dream
Of going back to San Diego
We bought a one way ticket
So we could go see the Cure
And listen to our favorite songs in the parking lot
And think of every person I ever lost in San Diego (to San Diego)
Can't go back to San Diego (can't go back to San Diego)
I never needed to hear
All of the pain and the fear
Your secrets filled up my ears
Like the ocean blue
I never wanted to know
How deep these cuts on you go
And like a river they flow
To the ocean blue
Going back to San Diego
We bought a one way ticket
So we could go see the Cure
And listen to our favorite songs in the parking lot
And think of every person I ever lost at San Diego (San Diego) (to San Diego)
Can't go back to San Diego (San Diego) (can't go back to San Diego)"
saturday-love,2011,angels-and-airwaves,Rock,"I know that I can't tell you this light has slowly faded.
Like mail that's never dated from towns still burned and raided.
And lost without a soul, with you forever more.
I'm sorry but I can't tell you I feel like a pattern
Of shapes that will never matter, a color that will never flatter.
It's all gonna' come around. It's all gonna' make your eyes burn.
I really wanna' tell you that love is like a furnace,
It burns in and out of purpose, so hot that it makes me nervous.
So large that it won't cool out. So big that it can't burn out.
I wait sixteen, a Saturday, love.
My heart beats fast and faraway, love.
Your eyes so pure, they never grow up.
You stay with me, we'll never grow up, my love.
I know that I can't tell you my mind is running circles.
My eyes have begun to swirl, like death, but it's not as sterile.
I ain't gonna' let you down. I ain't gonna' let you leave me.
I'm sorry but I can't tell you about life, but it makes me crazy,
So I just like to daydream, 'cause dreams only make me happy.
Will you come along my love? Will you come along here with me?
I wait, sixteen, a Saturday, love.
My heart beats fast and faraway, love.
Your eyes so pure, they never grow up.
You stay with me, we'll never grow up, my love."
secret-crowds,2007,angels-and-airwaves,Rock,"If I had my own world
I'd fill it with love and desire
I wanted the glorious past you admire
And voices of kids out walking dogs,
Birds, planes, trees and cars
If I had my own world
I'd love it for all that's inside it
There'd be no more wars, death or riots,
There'd be no more faiths, packed parking lots,
Guns, bombs sounding off,
If I had my own world
I'd build you an empire
From here to the farlands
To spread love like violence
If I had my own world
I'd build you an empire
From here to the farmlands
To spread love like violence
Let me feel you, carry you higher
Watch our words spread hope like fire
Secret crowds rise up and gather
Hear your voices sing back louder
If I had my own world
I'd show you the life that's inside it
The way that it glows when you find it
The way it survives with it's families,
Friends or it's enemies
Let's make this a new world
I swear you can go if you want to
I know that you have it within you
Inventing the first clean musical,
God's greatest miracle
If I had my own world
I'd build you an empire
From here to the farmlands
To spread love like violence
If I had my own world
I'd build you an empire
From here to the far lands
To spread love like violence
Let me feel you, carry you higher
Watch our words spread hope like fire
Secret crowds rise up and gather
Hear your voices sing back louder
Let me feel you carry you higher
Watch our words spread hope like fire
Secret crowds rise up and gather
Hear your voices sing back louder
Let me feel you carry you higher
Watch our words spread hope like fire
Secret crowds rise up and gather
Hear your voices sing back louder
Let me feel you carry you higher
Watch our words spread hope like fire
Secret crowds rise up and gather
Hear your voices sing back louder"
she-s-out-of-her-mind,2016,blink-182,Rock,"I said settle down, settle down everything is fine
Take your eyes off the floor
She said no I'm not, no I'm not, no I'm not alright
I lost my head on the door
She's a-a-a-antisocial
A-a-a-antisocial
A-a-a
She's an angel yeah
I'm in deep with this girl but she's out of her mind (wooo oh oh ohhh oh)
She said babe I'm sorry but I'm crazy tonight (wooo oh oh ohhh oh)
She got a black shirt, black skirt and Bauhaus stuck in her head
I'm in deep with this girl but she's out of her mind (wooo oh oh ohhh oh)
Oh yeah
We all need something to live for
Oh yeah
We all need something to live for
She said I let her down, let her down I no longer dream
Of anything anymore
Said I'm a know-it-all, know-it-all you make me want to scream
And threw herself on the floor
She's a-a-a-antisocial
A-a-a-antisocial
A-a-a
She's an angel yeah
I'm in deep with this girl but she's out of her mind (wooo oh oh ohhh oh)
She said babe I'm sorry but I'm crazy tonight (wooo oh oh ohhh oh)
She got a black shirt, black skirt and Bauhaus stuck in her head
I'm in deep with this girl but she's out of her mind (wooo oh oh ohhh oh)
She's not complicated
Can't be overstated at all
She's not complicated-ated-ated at all
I'm in deep with this girl but she's out of her mind (wooo oh oh ohhh oh) (she's out of her mind)
She said babe I'm sorry but I'm crazy tonight (wooo oh oh ohhh oh)
She got a black shirt, black skirt and Bauhaus stuck in her head
I'm in deep with this girl but she's out of her mind (wooo oh oh ohhh oh)
Oh yeah
We all need something to live for
Oh yeah
We all need something to live for"
shove,2009,angels-and-airwaves,Rock,"Forget the things that you own
And travel almost anywhere you can go
Dance across the tree tips, set them ablaze
Soaking in their pleasant warm summer haze
And weeping on her streets and school city blocks
And finding streams on her while you're skipping rocks
And feeding on her touch as it will barely keep you alive
She said show me the world that's inside your head,
Show me the world that you see yourself, you could use Some help
'Cause sometimes it comes with a shove, when you fall in love
It can be so bold and so cavalier
To reach out to the fire her souls sending here
It can be like death that blows like a breeze
Making all ones strength go weak at the knees
I hate to feel the shallow ground giving way
Ive never let myself fall this much astray
And feeding on her touch is all one does to survive
She said show me the world that's inside your head,
Show me the world that you see yourself, you could use Some help
'Cause sometimes it comes with a shove, when you fall in love
She said show me the world that's inside your head,
Tell me your secrets of life and death, and your one regret
'Cause sometimes it comes with a shove, when you fall in love
She said show me the world that's inside your head,
Show me the world that you see yourself, you could use Some help
'Cause sometimes it comes with a shove, when you fall in love
She said show me the world that's inside your head,
Tell me your secrets of life and death, and your one regret
'Cause sometimes it comes with a shove, when you fall in love
If you're ever alone, then your heart will know
It can call to mine, and Ill be at your side
If you're ever alone, then your heart will know
It can reach to mine, Ill be at your side"
shut-up,2006,blink-182,Rock,"Shut the fuck up she said
I'm going fucking deaf
You're always too loud
Everything's too loud
Now that all my friends left
This place is fucking dead
I want to move out
When can we move out
This shit has got to stop
I'll run away
Get the fuck up she said
Your life is meaningless
It's going nowhere
You're going nowhere
You're just a fuck up she said
I'll live alone instead
She said ""you don't care""
I know I don't care
I'll never ask permission from you
Fuck off I'm not listening to you
I'm not coming home
I'm never going to come back home
I got too fucked up again
And passed out on the plane
Tried to forget you
I can't forget you
No sleep on this flight
I'll think about the nights
We had to get through
How did we get through?
I'll never ask permission from you
Fuck off I'm not listening to you
I'm not coming home
I'm never going to come back home
I'll run away
I think it's time that I should leave
I think it's time that I should leave
I think it's time that I should leave
I think it's time that I should leave
I'll never ask permission from you
Fuck off I'm not listening to you
I'm not coming home
I'm never going to come back home
I'll run away
I think it's time for me to leave (I'll run away)
I think it's time for me to leave (I'll run away)
I think it's time for me to leave (I'll run away)
I think it's time for me to leave (I'll run away)"
sirens,2007,angels-and-airwaves,Rock,"There's a weakness in the window, place my footprints in a dark room.
There's lonely voices like a scarecrow in the hallway like a lost ghost.
In the bedroom I see a shadow from the moon with light from a candle.
On a bed frame lies a girl, her reflection in the mirror.
Yadada dadada dadada dadala dada
I like your eyes wide.
Yadada dadada dadada dadala dada
I'm knocking at your backdoor.
Yadada dadada dadada dadala dada
It hurts like a knife fight.
Yadada dadada dadada dadala dada
Be careful what you ask for.
I do this from time to time where I can never wake from a bad dream.
I do this from time to time where I can never say the things I mean.
I do this from time to time where I like to watch you as you sleep.
I do this from time to time where I like to think of you and me.
It's a dark night on the west coast, then a soft breeze as the sun rose.
Then the phone rang like a gunshot, like a siren on the beach rock.
There's a message at the river, a certain package here to deliver.
When the day breaks, after nightfall, I will be there you know I will.
Yadada dadada dadada dadala dada
I like your eyes wide.
Yadada dadada dadada dadala dada
I'm knocking at your backdoor.
Yadada dadada dadada dadala dada
Nervous like a knife fight.
Yadada dadada dadada dadala dada
Be careful what you ask for.
I do this from time to time where I can never wake from a bad dream.
I do this from time to time where I can never say the things I mean.
I do this from time to time where I like to watch you as you sleep.
I do this from time to time where I like to think of you and me.
I'm feeling the shape and the sound of my heartbeat, can't let go.
Do you know, I'm feeling the pain of my first love, I gotta go, can't let go.
I do this from time to time where I can never wake from a bad dream.
I do this from time to time where I can never say the things I mean.
I do this from time to time where I like to watch you as you sleep.
I do this from time to time where I like to think of you and me.
(Time to time)"
snake-charmer,2011,blink-182,Rock,"I felt a stutter and a waiver, cutting like a razor
Like fire through the snow, then straight down to the bone
She creeps up like a spider, then wants you deep inside her
She turns you into stone, a twisted little show
That's how it was all to begin, cause good girls they like to sin
Way back at the starting line, when Eve was on Adam's mind
And he was the first to go, in search of the great unknown
And falling yet again, cause good girls they like to sin
You are a hero and survivor, your eyes are getting tired
There's claw marks up your spine, it happens all the time
Those silent evil daughters, like sirens on the water
You've been the perfect crime, it happens all the time"
